[2023-06-26 21:55:17,766] Register - Step 01: Navigate to 'Register' page
[2023-07-08 16:01:35,600]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:01:36,081]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:01:36,085] OS name = Windows 10
[2023-07-08 16:01:36,085] Driver instance name = chromedriver: chrome on windows (8f44e39dae4cffb76d68f2cad915ab65)
[2023-07-08 16:06:16,942] Pre-condition - Step 01: Navigate to 'Register' page
[2023-07-08 16:06:17,972] Pre-condition - Step 02: Click to radio Button
[2023-07-08 16:06:18,073] Pre-condition - Step 03: Enter to FirstName textbox with value is 'Geni'
[2023-07-08 16:06:18,207] Pre-condition - Step 04: Enter to Lastname textbox with value is 'Nguyen'
[2023-07-08 16:06:18,346] Pre-condition - Step 05: Enter to dropdown DOB with value
[2023-07-08 16:06:18,724] Pre-condition - Step 06: Enter to Email Address textbox with value is 'afc82363@acb.com'
[2023-07-08 16:06:18,858] Pre-condition - Step 07: Check to checkbox NewsLetter
[2023-07-08 16:06:18,904] Pre-condition - Step 08: Enter to Password textbox with value is '123456'
[2023-07-08 16:06:19,024] Pre-condition - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-07-08 16:06:19,155] Pre-condition - Step 08: Click to 'Register' button
[2023-07-08 16:06:19,851] Pre-condition - Step 09: Verify register success message is displayed
[2023-07-08 16:06:19,932]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:06:20,064] Login - Step 01: Click to Continue button
[2023-07-08 16:06:20,521] Login - Step 02: Navigate to Login page
[2023-07-08 16:06:20,940] Login - Step 12: Enter to Email textbox with value is 'afc82363@acb.com'
[2023-07-08 16:06:21,056] Login - Step 13: Enter to Password textbox with value is '123456'
[2023-07-08 16:06:21,190] Login - Step 14: Click to Login button
[2023-07-08 16:06:21,882] Login - Step 15: Verify is 'My account' Link displayed
[2023-07-08 16:06:21,961]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:06:22,032] Login - Step 01: Open to Customer Info Page
[2023-07-08 16:06:22,416] Login - Step 02: Verify the data on Customer Info page
[2023-07-08 16:06:22,484]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:06:22,546]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:06:22,607]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:06:22,659]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:06:22,792]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:06:22,925]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:06:23,384]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:06:23,387] OS name = Windows 10
[2023-07-08 16:06:23,388] Driver instance name = chromedriver: chrome on windows (25a65f36cbf6e53ba76a2377bd15e801)
[2023-07-08 16:07:18,286] Pre-condition - Step 01: Navigate to 'Register' page
[2023-07-08 16:07:19,357] Pre-condition - Step 02: Click to radio Button
[2023-07-08 16:07:19,483] Pre-condition - Step 03: Enter to FirstName textbox with value is 'Geni'
[2023-07-08 16:07:19,605] Pre-condition - Step 04: Enter to Lastname textbox with value is 'Nguyen'
[2023-07-08 16:07:19,752] Pre-condition - Step 05: Enter to dropdown DOB with value
[2023-07-08 16:07:20,111] Pre-condition - Step 06: Enter to Email Address textbox with value is 'afc7461@acb.com'
[2023-07-08 16:07:20,249] Pre-condition - Step 07: Check to checkbox NewsLetter
[2023-07-08 16:07:20,295] Pre-condition - Step 08: Enter to Password textbox with value is '123456'
[2023-07-08 16:07:20,417] Pre-condition - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-07-08 16:07:20,561] Pre-condition - Step 08: Click to 'Register' button
[2023-07-08 16:07:21,304] Pre-condition - Step 09: Verify register success message is displayed
[2023-07-08 16:07:21,361]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:07:21,404] Login - Step 01: Click to Continue button
[2023-07-08 16:07:21,831] Login - Step 02: Navigate to Login page
[2023-07-08 16:07:52,280] Login - Step 01: Open to Customer Info Page
[2023-07-08 16:07:58,248] Pre-condition - Step 01: Navigate to 'Register' page
[2023-07-08 16:07:59,312] Pre-condition - Step 02: Click to radio Button
[2023-07-08 16:07:59,441] Pre-condition - Step 03: Enter to FirstName textbox with value is 'Geni'
[2023-07-08 16:07:59,566] Pre-condition - Step 04: Enter to Lastname textbox with value is 'Nguyen'
[2023-07-08 16:07:59,705] Pre-condition - Step 05: Enter to dropdown DOB with value
[2023-07-08 16:08:00,070] Pre-condition - Step 06: Enter to Email Address textbox with value is 'afc36053@acb.com'
[2023-07-08 16:08:00,207] Pre-condition - Step 07: Check to checkbox NewsLetter
[2023-07-08 16:08:00,253] Pre-condition - Step 08: Enter to Password textbox with value is '123456'
[2023-07-08 16:08:00,383] Pre-condition - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-07-08 16:08:00,526] Pre-condition - Step 08: Click to 'Register' button
[2023-07-08 16:08:01,267] Pre-condition - Step 09: Verify register success message is displayed
[2023-07-08 16:08:01,328]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:08:01,424] Login - Step 01: Click to Continue button
[2023-07-08 16:08:01,895] Login - Step 02: Navigate to Login page
[2023-07-08 16:08:07,056] Login - Step 12: Enter to Email textbox with value is 'afc36053@acb.com'
[2023-07-08 16:08:07,199] Login - Step 13: Enter to Password textbox with value is '123456'
[2023-07-08 16:08:07,326] Login - Step 14: Click to Login button
[2023-07-08 16:08:08,255] Login - Step 15: Verify is 'My account' Link displayed
[2023-07-08 16:08:21,380] Pre-condition - Step 01: Navigate to 'Register' page
[2023-07-08 16:08:22,378] Pre-condition - Step 02: Click to radio Button
[2023-07-08 16:08:22,507] Pre-condition - Step 03: Enter to FirstName textbox with value is 'Geni'
[2023-07-08 16:08:22,635] Pre-condition - Step 04: Enter to Lastname textbox with value is 'Nguyen'
[2023-07-08 16:08:22,766] OS name = Windows 10
[2023-07-08 16:08:22,767] Driver instance name = chromedriver: chrome on windows (a6d37bcd58b5363e23f166ff29fd665c)
[2023-07-08 16:08:22,776] Pre-condition - Step 05: Enter to dropdown DOB with value
[2023-07-08 16:08:22,782] no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=114.0.5735.199)
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'LAPTOP-LPVSJDFS', ip: '192.168.1.17', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.17'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 114.0.5735.199, chrome: {chromedriverVersion: 114.0.5735.90 (386bc09e8f4f..., userDataDir: C:\Users\admin\AppData\Loca...}, goog:chromeOptions: {debuggerAddress: localhost:52373}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Session ID: a6d37bcd58b5363e23f166ff29fd665c
[2023-07-08 16:08:23,213] Login - Step 01: Open to Customer Info Page
[2023-07-08 16:08:23,229] OS name = Windows 10
[2023-07-08 16:08:23,229] Driver instance name = chromedriver: chrome on windows (a8754693e9107b89b7874fc61f7a57fe)
[2023-07-08 16:08:23,232] java.net.ConnectException: Failed to connect to localhost/0:0:0:0:0:0:0:1:9973
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'LAPTOP-LPVSJDFS', ip: '192.168.1.17', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.17'
Driver info: driver.version: RemoteWebDriver
[2023-07-08 16:08:23,298] OS name = Windows 10
[2023-07-08 16:08:23,298] Driver instance name = chromedriver: chrome on windows (3c8fa35ccc60f6b9b2079fda8a22824f)
[2023-07-08 16:08:23,319] java.net.ConnectException: Failed to connect to localhost/0:0:0:0:0:0:0:1:24540
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'LAPTOP-LPVSJDFS', ip: '192.168.1.17', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.17'
Driver info: driver.version: RemoteWebDriver
[2023-07-08 16:08:35,610] Pre-condition - Step 01: Navigate to 'Register' page
[2023-07-08 16:08:36,630] Pre-condition - Step 02: Click to radio Button
[2023-07-08 16:08:36,774] Pre-condition - Step 03: Enter to FirstName textbox with value is 'Geni'
[2023-07-08 16:08:36,926] Pre-condition - Step 04: Enter to Lastname textbox with value is 'Nguyen'
[2023-07-08 16:08:37,054] Pre-condition - Step 05: Enter to dropdown DOB with value
[2023-07-08 16:08:37,432] Pre-condition - Step 06: Enter to Email Address textbox with value is 'afc47170@acb.com'
[2023-07-08 16:08:37,566] Pre-condition - Step 07: Check to checkbox NewsLetter
[2023-07-08 16:08:37,613] Pre-condition - Step 08: Enter to Password textbox with value is '123456'
[2023-07-08 16:08:37,738] Pre-condition - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-07-08 16:08:37,884] Pre-condition - Step 08: Click to 'Register' button
[2023-07-08 16:08:39,620] Pre-condition - Step 09: Verify register success message is displayed
[2023-07-08 16:08:39,684]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:08:39,730] Login - Step 01: Click to Continue button
[2023-07-08 16:08:40,177] Login - Step 02: Navigate to Login page
[2023-07-08 16:08:44,393] Login - Step 12: Enter to Email textbox with value is 'afc47170@acb.com'
[2023-07-08 16:08:44,542] Login - Step 13: Enter to Password textbox with value is '123456'
[2023-07-08 16:08:44,675] Login - Step 14: Click to Login button
[2023-07-08 16:08:45,409] Login - Step 15: Verify is 'My account' Link displayed
[2023-07-08 16:08:45,491]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:08:45,559] Login - Step 01: Open to Customer Info Page
[2023-07-08 16:08:45,945] Login - Step 02: Verify the data on Customer Info page
[2023-07-08 16:08:46,006]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:08:46,067]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:08:46,130]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:08:46,182]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:08:46,320]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:08:46,453]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:08:46,912]  -------------------------- PASSED -------------------------- 
[2023-07-08 16:08:46,916] OS name = Windows 10
[2023-07-08 16:08:46,916] Driver instance name = chromedriver: chrome on windows (e67d027af79e4e6cff8f653bfebee2a6)
